Class	Species
771	UMGS1204
772	UMGS1205
773	UMGS1206
774	UMGS1207
775	UMGS1208
776	UMGS1209
777	UMGS121
778	UMGS1210
779	UMGS1211
780	UMGS1212
781	UMGS1213
782	UMGS1214
783	UMGS1215
784	UMGS1216
785	UMGS1217
786	UMGS1219
787	UMGS122
788	UMGS1220
789	UMGS1221
790	UMGS1222
791	UMGS1224
792	UMGS1225
793	UMGS1226
794	UMGS1227
795	UMGS1228
796	UMGS1229
797	UMGS1230
798	UMGS1231
799	UMGS1232
800	UMGS1233
801	UMGS1234
802	UMGS1235
803	UMGS1236
804	UMGS1237
805	UMGS1238
806	UMGS1239
807	UMGS124
808	UMGS1241
809	UMGS1242
810	UMGS1243
811	UMGS1244
812	UMGS1245
813	UMGS1246
814	UMGS1247
815	UMGS1248
816	UMGS1249
817	UMGS125
818	UMGS1250
819	UMGS1251
820	UMGS1252
821	UMGS1253
822	UMGS1254
823	UMGS1255
824	UMGS1256
825	UMGS1257
826	UMGS1258
827	UMGS1259
828	UMGS126
829	UMGS1260
830	UMGS1262
831	UMGS1263
832	UMGS1264
833	UMGS1265
834	UMGS1266
835	UMGS1267
836	UMGS1268
837	UMGS1269
838	UMGS127
839	UMGS1270
840	UMGS1271
841	UMGS1272
842	UMGS1273
843	UMGS1274
844	UMGS1275
845	UMGS1276
846	UMGS1277
847	UMGS1278
848	UMGS1279
849	UMGS128
850	UMGS1280
851	UMGS1281
852	UMGS1282
853	UMGS1284
854	UMGS1285
855	UMGS1286
856	UMGS1287
857	UMGS1288
858	UMGS1289
859	UMGS129
860	UMGS1290
861	UMGS1291
862	UMGS1292
863	UMGS1293
864	UMGS1294
865	UMGS1295
866	UMGS1296
867	UMGS1297
868	UMGS1298
869	UMGS13
870	UMGS130
871	UMGS1300
872	UMGS1301
873	UMGS1302
874	UMGS1303
875	UMGS1304
876	UMGS1305
877	UMGS1306
878	UMGS1307
879	UMGS1308
880	UMGS1309
881	UMGS131
882	UMGS1310
883	UMGS1311
884	UMGS1312
885	UMGS1313
886	UMGS1314
887	UMGS1315
888	UMGS1316
889	UMGS1317
890	UMGS1318
891	UMGS1319
892	UMGS132
893	UMGS1320
894	UMGS1321
895	UMGS1322
896	UMGS1323
897	UMGS1324
898	UMGS1325
899	UMGS1326
900	UMGS1327
901	UMGS1328
902	UMGS1329
903	UMGS133
904	UMGS1330
905	UMGS1331
906	UMGS1332
907	UMGS1333
908	UMGS1335
909	UMGS1336
910	UMGS1337
911	UMGS1338
912	UMGS1339
913	UMGS134
914	UMGS1340
915	UMGS1341
916	UMGS1342
917	UMGS1344
918	UMGS1345
919	UMGS1346
920	UMGS1347
921	UMGS1348
922	UMGS1349
923	UMGS135
924	UMGS1350
925	UMGS1351
926	UMGS1352
927	UMGS1353
928	UMGS1354
929	UMGS1355
930	UMGS1356
931	UMGS1357
932	UMGS1358
933	UMGS1359
934	UMGS136
935	UMGS1360
936	UMGS1362
937	UMGS1364
938	UMGS1365
939	UMGS1366
940	UMGS1367
941	UMGS1368
942	UMGS1369
943	UMGS137
944	UMGS1370
945	UMGS1371
946	UMGS1372
947	UMGS1373
948	UMGS1374
949	UMGS1375
950	UMGS1376
951	UMGS1377
952	UMGS1378
953	UMGS1379
954	UMGS138
955	UMGS1380
956	UMGS1381
957	UMGS1382
958	UMGS1383
959	UMGS1384
960	UMGS1385
961	UMGS1386
962	UMGS1387
963	UMGS1388
964	UMGS1389
965	UMGS1390
966	UMGS1391
967	UMGS1392
968	UMGS1394
969	UMGS1395
970	UMGS1396
971	UMGS1397
972	UMGS1399
973	UMGS14
974	UMGS1400
975	UMGS1401
976	UMGS1402
977	UMGS1403
978	UMGS1404
979	UMGS1405
980	UMGS1406
981	UMGS1407
982	UMGS1408
983	UMGS1409
984	UMGS141
985	UMGS1410
986	UMGS1411
987	UMGS1413
988	UMGS1414
989	UMGS1415
990	UMGS1416
991	UMGS1417
992	UMGS1418
993	UMGS1419
994	UMGS142
995	UMGS1420
996	UMGS1421
997	UMGS1423
998	UMGS1424
999	UMGS1425
1000	UMGS1426
1001	UMGS1427
1002	UMGS1428
1003	UMGS1429
1004	UMGS143
1005	UMGS1430
1006	UMGS1431
1007	UMGS1432
1008	UMGS1433
1009	UMGS1434
1010	UMGS1435
1011	UMGS1436
1012	UMGS1437
1013	UMGS1438
1014	UMGS1439
1015	UMGS144
1016	UMGS1440
1017	UMGS1441
1018	UMGS1442
1019	UMGS1443
1020	UMGS1444
1021	UMGS1445
1022	UMGS1446
1023	UMGS1447
1024	UMGS1448
1025	UMGS1449
1026	UMGS145
1027	UMGS1450
1028	UMGS1451
1029	UMGS1452
1030	UMGS1453
1031	UMGS1454
1032	UMGS1455
1033	UMGS1456
1034	UMGS1457
1035	UMGS1458
1036	UMGS1459
1037	UMGS146
1038	UMGS1461
1039	UMGS1462
1040	UMGS1463
1041	UMGS1464
1042	UMGS1465
1043	UMGS1466
1044	UMGS1467
1045	UMGS1468
1046	UMGS1469
1047	UMGS147
1048	UMGS1470
1049	UMGS1471
1050	UMGS1472
1051	UMGS1473
1052	UMGS1474
1053	UMGS1475
1054	UMGS1476
1055	UMGS1477
1056	UMGS1478
1057	UMGS1479
1058	UMGS148
1059	UMGS1480
1060	UMGS1481
1061	UMGS1482
1062	UMGS1483
1063	UMGS1484
1064	UMGS1485
1065	UMGS1487
1066	UMGS1488
1067	UMGS1489
1068	UMGS149
1069	UMGS1490
1070	UMGS1491
1071	UMGS1492
1072	UMGS1493
1073	UMGS1494
1074	UMGS1495
1075	UMGS1496
1076	UMGS1497
1077	UMGS1498
1078	UMGS1499
1079	UMGS15
1080	UMGS1500
1081	UMGS1501
1082	UMGS1502
1083	UMGS1504
1084	UMGS1505
1085	UMGS1506
1086	UMGS1508
1087	UMGS151
1088	UMGS1510
1089	UMGS1511
1090	UMGS1512
1091	UMGS1513
1092	UMGS1514
1093	UMGS1515
1094	UMGS1516
1095	UMGS1517
1096	UMGS1518
1097	UMGS1519
1098	UMGS152
1099	UMGS1520
1100	UMGS1521
1101	UMGS1522
1102	UMGS1523
1103	UMGS1524
1104	UMGS1525
1105	UMGS1526
1106	UMGS1527
1107	UMGS1529
1108	UMGS153
1109	UMGS1530
1110	UMGS1531
1111	UMGS1532
1112	UMGS1533
1113	UMGS1534
1114	UMGS1535
1115	UMGS1537
1116	UMGS1538
1117	UMGS1539
1118	UMGS154
1119	UMGS1540
1120	UMGS1541
1121	UMGS1542
1122	UMGS1543
1123	UMGS1545
1124	UMGS1546
1125	UMGS1547
1126	UMGS1548
1127	UMGS1549
1128	UMGS155
1129	UMGS1550
1130	UMGS1551
1131	UMGS1552
1132	UMGS1553
1133	UMGS1554
1134	UMGS1555
1135	UMGS1556
1136	UMGS1557
1137	UMGS1558
1138	UMGS1559
1139	UMGS156
1140	UMGS1560
1141	UMGS1561
1142	UMGS1562
1143	UMGS1563
1144	UMGS1564
1145	UMGS1565
1146	UMGS1566
1147	UMGS1567
1148	UMGS1568
1149	UMGS1569
1150	UMGS157
1151	UMGS1570
1152	UMGS1571
1153	UMGS1572
1154	UMGS1573
1155	UMGS1574
1156	UMGS1575
1157	UMGS1576
1158	UMGS1577
1159	UMGS1578
1160	UMGS1579
1161	UMGS158
1162	UMGS1580
1163	UMGS1581
1164	UMGS1582
1165	UMGS1583
1166	UMGS1584
1167	UMGS1585
1168	UMGS1586
1169	UMGS1587
1170	UMGS1589
1171	UMGS159
1172	UMGS1590
1173	UMGS1591
1174	UMGS1594
1175	UMGS1595
1176	UMGS1596
1177	UMGS1597
1178	UMGS1598
1179	UMGS16
1180	UMGS160
1181	UMGS1600
1182	UMGS1601
1183	UMGS1602
1184	UMGS1603
1185	UMGS1604
1186	UMGS1605
1187	UMGS1606
1188	UMGS1607
1189	UMGS1608
1190	UMGS1609
1191	UMGS161
1192	UMGS1610
1193	UMGS1611
1194	UMGS1612
1195	UMGS1613
1196	UMGS1614
1197	UMGS1615
1198	UMGS1616
1199	UMGS1617
1200	UMGS1618
1201	UMGS1619
1202	UMGS162
1203	UMGS1620
1204	UMGS1621
1205	UMGS1622
1206	UMGS1623
1207	UMGS1624
1208	UMGS1625
1209	UMGS1626
1210	UMGS1627
1211	UMGS1628
1212	UMGS1629
1213	UMGS163
1214	UMGS1630
1215	UMGS1631
1216	UMGS1632
1217	UMGS1633
1218	UMGS1634
1219	UMGS1635
1220	UMGS1636
1221	UMGS1637
1222	UMGS1638
1223	UMGS1639
1224	UMGS164
1225	UMGS1640
1226	UMGS1641
1227	UMGS1642
1228	UMGS1643
1229	UMGS1644
1230	UMGS1645
1231	UMGS1646
1232	UMGS1647
1233	UMGS1648
1234	UMGS1649
1235	UMGS165
1236	UMGS1650
1237	UMGS1651
1238	UMGS1652
1239	UMGS1653
1240	UMGS1654
1241	UMGS1656
1242	UMGS1657
1243	UMGS1658
1244	UMGS1659
1245	UMGS166
1246	UMGS1660
1247	UMGS1661
1248	UMGS1662
1249	UMGS1663
1250	UMGS1664
1251	UMGS1665
1252	UMGS1666
1253	UMGS1667
1254	UMGS1668
1255	UMGS1669
1256	UMGS167
1257	UMGS1670
1258	UMGS1671
1259	UMGS1672
1260	UMGS1673
1261	UMGS1674
1262	UMGS1675
1263	UMGS1676
1264	UMGS1677
1265	UMGS1678
1266	UMGS168
1267	UMGS1680
1268	UMGS1681
1269	UMGS1682
1270	UMGS1683
1271	UMGS1684
1272	UMGS1685
1273	UMGS1686
1274	UMGS1687
1275	UMGS1688
1276	UMGS1689
1277	UMGS169
1278	UMGS1690
1279	UMGS1691
1280	UMGS1692
1281	UMGS1693
1282	UMGS1694
1283	UMGS1695
1284	UMGS1696
1285	UMGS1697
1286	UMGS1698
1287	UMGS1699
1288	UMGS17
1289	UMGS170
1290	UMGS1700
1291	UMGS1701
1292	UMGS1702
1293	UMGS1703
1294	UMGS1704
1295	UMGS1705
1296	UMGS1706
1297	UMGS1707
1298	UMGS1708
1299	UMGS1709
1300	UMGS171
1301	UMGS1710
1302	UMGS1711
1303	UMGS1712
1304	UMGS1713
1305	UMGS1714
1306	UMGS1715
1307	UMGS1716
1308	UMGS1717
1309	UMGS1718
1310	UMGS1719
1311	UMGS172
1312	UMGS1720
1313	UMGS1721
1314	UMGS1722
1315	UMGS1724
1316	UMGS1725
1317	UMGS1726
1318	UMGS1727
1319	UMGS1728
1320	UMGS1729
1321	UMGS173
1322	UMGS1730
1323	UMGS1731
1324	UMGS1732
1325	UMGS1733
1326	UMGS1734
1327	UMGS1735
1328	UMGS1737
1329	UMGS1738
1330	UMGS1739
1331	UMGS174
1332	UMGS1740
1333	UMGS1741
1334	UMGS1742
1335	UMGS1743
1336	UMGS1744
1337	UMGS1745
1338	UMGS1746
1339	UMGS1747
1340	UMGS1748
1341	UMGS1749
1342	UMGS175
1343	UMGS1750
1344	UMGS1751
1345	UMGS1752
1346	UMGS1753
1347	UMGS1754
1348	UMGS1755
1349	UMGS1756
1350	UMGS1757
1351	UMGS1758
1352	UMGS1759
1353	UMGS176
1354	UMGS1760
1355	UMGS1761
1356	UMGS1762
1357	UMGS1763
1358	UMGS1764
1359	UMGS1765
1360	UMGS1766
1361	UMGS1767
1362	UMGS1768
1363	UMGS1769
1364	UMGS177
1365	UMGS1771
1366	UMGS1772
1367	UMGS1773
1368	UMGS1774
1369	UMGS1775
1370	UMGS1776
1371	UMGS1777
1372	UMGS1778
1373	UMGS1779
1374	UMGS178
1375	UMGS1780
1376	UMGS1781
1377	UMGS1782
1378	UMGS1783
1379	UMGS1784
1380	UMGS1785
1381	UMGS1786
1382	UMGS1787
1383	UMGS1788
1384	UMGS1789
1385	UMGS179
1386	UMGS1790
1387	UMGS1791
1388	UMGS1793
1389	UMGS1794
1390	UMGS1795
1391	UMGS1796
1392	UMGS1797
1393	UMGS1798
1394	UMGS1799
1395	UMGS18
1396	UMGS1800
1397	UMGS1801
1398	UMGS1802
1399	UMGS1805
1400	UMGS1806
1401	UMGS1807
1402	UMGS1808
1403	UMGS1809
1404	UMGS181
1405	UMGS1810
1406	UMGS1811
1407	UMGS1812
1408	UMGS1813
1409	UMGS1815
1410	UMGS1816
1411	UMGS1817
1412	UMGS1818
1413	UMGS1819
1414	UMGS182
1415	UMGS1820
1416	UMGS1821
1417	UMGS1822
1418	UMGS1823
1419	UMGS1824
1420	UMGS1825
1421	UMGS1826
1422	UMGS1828
1423	UMGS1829
1424	UMGS183
1425	UMGS1831
1426	UMGS1832
1427	UMGS1833
1428	UMGS1834
1429	UMGS1835
1430	UMGS1836
1431	UMGS1837
1432	UMGS1838
1433	UMGS1839
1434	UMGS184
1435	UMGS1840
1436	UMGS1841
1437	UMGS1842
1438	UMGS1843
1439	UMGS1844
1440	UMGS1845
1441	UMGS1846
1442	UMGS1847
1443	UMGS1848
1444	UMGS185
1445	UMGS1850
1446	UMGS1851
1447	UMGS1852
1448	UMGS1853
1449	UMGS1855
1450	UMGS1857
1451	UMGS1858
1452	UMGS1859
1453	UMGS186
1454	UMGS1860
1455	UMGS1861
1456	UMGS1862
1457	UMGS1863
1458	UMGS1864
1459	UMGS1865
1460	UMGS1867
1461	UMGS1868
1462	UMGS1869
1463	UMGS187
1464	UMGS1870
1465	UMGS1871
1466	UMGS1872
1467	UMGS1873
1468	UMGS1874
1469	UMGS1875
1470	UMGS1877
1471	UMGS1878
1472	UMGS1879
1473	UMGS188
1474	UMGS1880
